"Participant","Condition","Condition_name","SOA","Repetitions","Count","Relative"
0,0,"probe 0 deg orientation contrast (neutral)",-100,22,22,1
0,0,"probe 0 deg orientation contrast (neutral)",-50,22,22,1
0,0,"probe 0 deg orientation contrast (neutral)",0,44,24,0.545454545454545
0,0,"probe 0 deg orientation contrast (neutral)",50,22,0,0
0,0,"probe 0 deg orientation contrast (neutral)",100,22,0,0
0,1,"probe 15 deg orientation contrast",-100,22,22,1
0,1,"probe 15 deg orientation contrast",-50,22,21,0.954545454545455
0,1,"probe 15 deg orientation contrast",0,44,33,0.75
0,1,"probe 15 deg orientation contrast",50,22,3,0.136363636363636
0,1,"probe 15 deg orientation contrast",100,22,2,0.0909090909090909
0,2,"probe 30 deg orientation contrast",-100,22,22,1
0,2,"probe 30 deg orientation contrast",-50,22,22,1
0,2,"probe 30 deg orientation contrast",0,44,40,0.909090909090909
0,2,"probe 30 deg orientation contrast",50,22,9,0.409090909090909
0,2,"probe 30 deg orientation contrast",100,22,0,0
0,3,"probe 45 deg orientation contrast",-100,22,22,1
0,3,"probe 45 deg orientation contrast",-50,22,22,1
0,3,"probe 45 deg orientation contrast",0,44,34,0.772727272727273
0,3,"probe 45 deg orientation contrast",50,22,3,0.136363636363636
0,3,"probe 45 deg orientation contrast",100,22,0,0
0,4,"probe 60 deg orientation contrast",-100,22,22,1
0,4,"probe 60 deg orientation contrast",-50,22,21,0.954545454545455
0,4,"probe 60 deg orientation contrast",0,44,38,0.863636363636364
0,4,"probe 60 deg orientation contrast",50,22,5,0.227272727272727
0,4,"probe 60 deg orientation contrast",100,22,0,0
0,5,"probe 75 deg orientation contrast",-100,22,22,1
0,5,"probe 75 deg orientation contrast",-50,22,22,1
0,5,"probe 75 deg orientation contrast",0,44,40,0.909090909090909
0,5,"probe 75 deg orientation contrast",50,22,2,0.0909090909090909
0,5,"probe 75 deg orientation contrast",100,22,0,0
0,6,"probe 90 deg orientation contrast",-100,22,22,1
0,6,"probe 90 deg orientation contrast",-50,22,21,0.954545454545455
0,6,"probe 90 deg orientation contrast",0,44,37,0.840909090909091
0,6,"probe 90 deg orientation contrast",50,22,5,0.227272727272727
0,6,"probe 90 deg orientation contrast",100,22,1,0.0454545454545455
1,0,"probe 0 deg orientation contrast (neutral)",-100,22,22,1
1,0,"probe 0 deg orientation contrast (neutral)",-50,22,18,0.818181818181818
1,0,"probe 0 deg orientation contrast (neutral)",0,44,16,0.363636363636364
1,0,"probe 0 deg orientation contrast (neutral)",50,22,1,0.0454545454545455
1,0,"probe 0 deg orientation contrast (neutral)",100,22,1,0.0454545454545455
1,1,"probe 15 deg orientation contrast",-100,22,20,0.909090909090909
1,1,"probe 15 deg orientation contrast",-50,22,19,0.863636363636364
1,1,"probe 15 deg orientation contrast",0,44,29,0.659090909090909
1,1,"probe 15 deg orientation contrast",50,22,3,0.136363636363636
1,1,"probe 15 deg orientation contrast",100,22,0,0
1,2,"probe 30 deg orientation contrast",-100,22,22,1
1,2,"probe 30 deg orientation contrast",-50,22,20,0.909090909090909
1,2,"probe 30 deg orientation contrast",0,44,24,0.545454545454545
1,2,"probe 30 deg orientation contrast",50,22,2,0.0909090909090909
1,2,"probe 30 deg orientation contrast",100,22,2,0.0909090909090909
1,3,"probe 45 deg orientation contrast",-100,22,22,1
1,3,"probe 45 deg orientation contrast",-50,22,22,1
1,3,"probe 45 deg orientation contrast",0,44,27,0.613636363636364
1,3,"probe 45 deg orientation contrast",50,22,7,0.318181818181818
1,3,"probe 45 deg orientation contrast",100,22,3,0.136363636363636
1,4,"probe 60 deg orientation contrast",-100,22,22,1
1,4,"probe 60 deg orientation contrast",-50,22,21,0.954545454545455
1,4,"probe 60 deg orientation contrast",0,44,29,0.659090909090909
1,4,"probe 60 deg orientation contrast",50,22,8,0.363636363636364
1,4,"probe 60 deg orientation contrast",100,22,1,0.0454545454545455
1,5,"probe 75 deg orientation contrast",-100,22,22,1
1,5,"probe 75 deg orientation contrast",-50,22,20,0.909090909090909
1,5,"probe 75 deg orientation contrast",0,44,29,0.659090909090909
1,5,"probe 75 deg orientation contrast",50,22,4,0.181818181818182
1,5,"probe 75 deg orientation contrast",100,22,2,0.0909090909090909
1,6,"probe 90 deg orientation contrast",-100,22,21,0.954545454545455
1,6,"probe 90 deg orientation contrast",-50,22,22,1
1,6,"probe 90 deg orientation contrast",0,44,28,0.636363636363636
1,6,"probe 90 deg orientation contrast",50,22,4,0.181818181818182
1,6,"probe 90 deg orientation contrast",100,22,0,0
2,0,"probe 0 deg orientation contrast (neutral)",-100,22,20,0.909090909090909
2,0,"probe 0 deg orientation contrast (neutral)",-50,22,15,0.681818181818182
2,0,"probe 0 deg orientation contrast (neutral)",0,44,28,0.636363636363636
2,0,"probe 0 deg orientation contrast (neutral)",50,22,2,0.0909090909090909
2,0,"probe 0 deg orientation contrast (neutral)",100,22,0,0
2,1,"probe 15 deg orientation contrast",-100,22,22,1
2,1,"probe 15 deg orientation contrast",-50,22,17,0.772727272727273
2,1,"probe 15 deg orientation contrast",0,44,27,0.613636363636364
2,1,"probe 15 deg orientation contrast",50,22,4,0.181818181818182
2,1,"probe 15 deg orientation contrast",100,22,0,0
2,2,"probe 30 deg orientation contrast",-100,22,21,0.954545454545455
2,2,"probe 30 deg orientation contrast",-50,22,17,0.772727272727273
2,2,"probe 30 deg orientation contrast",0,44,29,0.659090909090909
2,2,"probe 30 deg orientation contrast",50,22,6,0.272727272727273
2,2,"probe 30 deg orientation contrast",100,22,5,0.227272727272727
2,3,"probe 45 deg orientation contrast",-100,22,22,1
2,3,"probe 45 deg orientation contrast",-50,22,18,0.818181818181818
2,3,"probe 45 deg orientation contrast",0,44,21,0.477272727272727
2,3,"probe 45 deg orientation contrast",50,22,7,0.318181818181818
2,3,"probe 45 deg orientation contrast",100,22,3,0.136363636363636
2,4,"probe 60 deg orientation contrast",-100,22,20,0.909090909090909
2,4,"probe 60 deg orientation contrast",-50,22,20,0.909090909090909
2,4,"probe 60 deg orientation contrast",0,44,26,0.590909090909091
2,4,"probe 60 deg orientation contrast",50,22,7,0.318181818181818
2,4,"probe 60 deg orientation contrast",100,22,1,0.0454545454545455
2,5,"probe 75 deg orientation contrast",-100,22,22,1
2,5,"probe 75 deg orientation contrast",-50,22,17,0.772727272727273
2,5,"probe 75 deg orientation contrast",0,44,29,0.659090909090909
2,5,"probe 75 deg orientation contrast",50,22,9,0.409090909090909
2,5,"probe 75 deg orientation contrast",100,22,4,0.181818181818182
2,6,"probe 90 deg orientation contrast",-100,22,22,1
2,6,"probe 90 deg orientation contrast",-50,22,20,0.909090909090909
2,6,"probe 90 deg orientation contrast",0,44,26,0.590909090909091
2,6,"probe 90 deg orientation contrast",50,22,8,0.363636363636364
2,6,"probe 90 deg orientation contrast",100,22,4,0.181818181818182
3,0,"probe 0 deg orientation contrast (neutral)",-100,22,22,1
3,0,"probe 0 deg orientation contrast (neutral)",-50,22,21,0.954545454545455
3,0,"probe 0 deg orientation contrast (neutral)",0,44,21,0.477272727272727
3,0,"probe 0 deg orientation contrast (neutral)",50,22,1,0.0454545454545455
3,0,"probe 0 deg orientation contrast (neutral)",100,22,0,0
3,1,"probe 15 deg orientation contrast",-100,22,22,1
3,1,"probe 15 deg orientation contrast",-50,22,22,1
3,1,"probe 15 deg orientation contrast",0,44,28,0.636363636363636
3,1,"probe 15 deg orientation contrast",50,22,2,0.0909090909090909
